     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,11/15/2014-11/21/2014,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R106,CASTLE HILL AVENUE            ,00016573,00000805,00000163,00000240,00000007,00012643,00008909,00000000,00000000,00000000,00000054,00000155,00000399,00000001,00000826,00000086,00000051,00000000,00000078,00000000,00000000,00000000,00004130,                                                                                                                               
R107,WESTCHESTER SQUARE            ,00012644,00000758,00000123,00000265,00000012,00010546,00008139,00000000,00000000,00000000,00000067,00000113,00000283,00000007,00000653,00000108,00000043,00000000,00000055,00000000,00000000,00000000,00005132,                                                                                                                               
R108,BOROUGH HALL - COURT STREET   ,00090274,00007904,00000582,00001573,00000457,00036824,00071283,00000000,00000000,00000000,00000400,00001408,00001189,00000797,00005484,00001816,00000989,00000000,00000835,00000000,00000000,00000000,00008964,                                                                                                                               
R109,CHURCH AVENUE & NOSTRAND AV   ,00021033,00001374,00000298,00000475,00000000,00016175,00011291,00000000,00000000,00000000,00000005,00000165,00000414,00000012,00001033,00000050,00000102,00000000,00000083,00000000,00000000,00000000,00005066,                                                                                                                               
R110,FLATBUSH AVE & NOSTRAND AV    ,00037396,00002133,00000434,00000880,00000033,00030452,00030427,00000000,00000000,00000000,00000101,00000460,00000637,00000026,00003030,00000375,00000216,00000000,00000168,00000000,00000000,00000000,00005965,                                                                                                                               
R111,23RD STREET & 8TH AVENUE      ,00063671,00004985,00000293,00001371,00000079,00027834,00053294,00000000,00000000,00000000,00000182,00000922,00000689,00000090,00003084,00001503,00000840,00000000,00001195,00000000,00000000,00000000,00007128,                                                                                                                               
R112,FORDHAM RD/GRAND CONCOURSE    ,00024385,00001036,00000166,00000414,00000018,00024810,00012528,00000000,00000000,00000000,00000030,00000125,00000526,00000034,00001004,00000073,00000073,00000000,00000110,00000000,00000000,00000000,00003976,                                                                                                                               
R113,SEVENTH AVENUE & WEST 53RD    ,00050303,00001849,00000128,00000354,00000467,00016401,00026458,00000000,00000000,00000000,00000134,00000834,00000488,00000684,00003326,00001314,00000448,00000000,00001045,00000000,00000000,00000000,00001061,                                                                                                                               
R114,PARSONS BLVD & HILLSIDE AV    ,00012154,00000670,00000118,00000285,00000003,00008688,00009306,00000000,00000000,00000000,00000027,00000095,00000368,00000004,00000538,00000096,00000084,00000000,00000136,00000000,00000000,00000000,00003462,                                                                                                                               
R115,169TH STREET & HILLSIDE AVE   ,00019449,00001027,00000120,00000435,00000001,00010399,00014560,00000000,00000000,00000000,00000023,00000200,00000428,00000008,00000648,00000127,00000116,00000000,00000193,00000000,00000000,00000000,00004679,                                                                                                                               
R116,50TH STREET & 7TH AVENUE      ,00076743,00004313,00000246,00000778,00001049,00023920,00041783,00000000,00000000,00000000,00000204,00001113,00000586,00001281,00003981,00001851,00000692,00000000,00001002,00000000,00000000,00000000,00004272,                                                                                                                               
R117,242ND STREET & BROADWAY       ,00013370,00000629,00000124,00000209,00000019,00008765,00008941,00000000,00000000,00000000,00000030,00000089,00000364,00000019,00000754,00000216,00000060,00000000,00000075,00000000,00000000,00000000,00001141,                                                                                                                               
R118,CANAL STREET                  ,00020960,00003562,00000134,00002125,00000029,00006919,00030587,00000000,00000000,00000000,00000065,00000311,00000189,00000050,00000844,00000277,00000260,00000000,00000240,00000000,00000000,00000000,00001677,                                                                                                                               
R119,FORDHAM ROAD & JEROME AVE     ,00024085,00001056,00000265,00000372,00000018,00027208,00012180,00000000,00000000,00000000,00000043,00000083,00000621,00000007,00001011,00000050,00000088,00000000,00000091,00000000,00000000,00000000,00004581,                                                                                                                               
R120,MORRISON AVE & WESTCHESTER    ,00013013,00000536,00000095,00000160,00000001,00014486,00005849,00000000,00000000,00000000,00000027,00000083,00000449,00000000,00000414,00000008,00000025,00000000,00000032,00000000,00000000,00000000,00003088,                                                                                                                               
R121,QUEENSBORO PLAZA              ,00024499,00000849,00000195,00000363,00000066,00017078,00022814,00000000,00000000,00000000,00000087,00000173,00000262,00000174,00001656,00000375,00000297,00000000,00000286,00000000,00000000,00000000,00005638,                                                                                                                               
R122,90TH STREET/ELMHURST AVENUE   ,00039662,00002214,00000244,00000649,00000005,00029417,00024764,00000000,00000000,00000000,00000010,00000223,00000803,00000002,00000948,00000119,00000197,00000000,00000339,00000000,00000000,00000000,00005990,                                                                                                                               
R123,FRANKLIN AVE/EASTERN PKWY     ,00028001,00001417,00000206,00000452,00000010,00019475,00031465,00000000,00000000,00000000,00000025,00000247,00000545,00000007,00002283,00000186,00000448,00000000,00000333,00000000,00000000,00000000,00007382,                                                                                                                               
R124,KINGSTON AVE/EASTERN PKWY     ,00012581,00000984,00000159,00000305,00000002,00006890,00006490,00000000,00000000,00000000,00000014,00000079,00000306,00000002,00000484,00000082,00000059,00000000,00000096,00000000,00000000,00000000,00002409,                                                                                                                               
R125,BROAD STREET & WALL STREET    ,00013830,00000529,00000019,00000113,00000014,00004867,00009816,00000000,00000000,00000000,00000062,00000428,00000078,00000015,00001055,00000250,00000162,00000000,00000150,00000000,00000000,00000000,00002407,                                                                                                                               
R126,175TH STREET/FT WASHINGTON    ,00036132,00002179,00000157,00000443,00000010,00015615,00019522,00000000,00000000,00000000,00000017,00000375,00001138,00000011,00001031,00000314,00000272,00000000,00000301,00000000,00000000,00000000,00002662,                                                                                                                               
R127,JAY ST-METROTECH              ,00092709,00004800,00000622,00001502,00000116,00043403,00072428,00000000,00000000,00000000,00000204,00001040,00001146,00000230,00004209,00001483,00000978,00000000,00000926,00000000,00000000,00000000,00011875,                                                                                                                               
R128,SUTPHIN BLVD-HILLSIDE AVE     ,00011075,00000621,00000090,00000173,00000004,00006443,00007482,00000000,00000000,00000000,00000019,00000101,00000281,00000025,00000310,00000057,00000046,00000000,00000149,00000000,00000000,00000000,00001132,                                                                                                                               
R129,BERGEN STREET-SMITH STREET    ,00028040,00001472,00000069,00000251,00000028,00010547,00026235,00000000,00000000,00000000,00000014,00000406,00000226,00000002,00002077,00000585,00000359,00000000,00000416,00000000,00000000,00000000,00004746,                                                                                                                               
R130,KINGS HIGHWAY-MCDONALD AVE    ,00008406,00000695,00000048,00000233,00000001,00003889,00005873,00000000,00000000,00000000,00000011,00000181,00000144,00000003,00000227,00000110,00000035,00000000,00000038,00000000,00000000,00000000,00001238,                                                                                                                               
R131,23RD STREET-PARK AVE SOUTH    ,00079352,00004502,00000336,00000853,00000553,00025328,00064568,00000000,00000000,00000000,00000917,00001457,00000649,00000454,00003966,00001868,00000969,00000000,00000799,00000000,00000000,00000000,00005184,                                                                                                                               
R132,125TH STREET-LEXINGTON AVE    ,00056659,00003717,00000811,00001784,00000525,00051979,00040996,00000000,00000000,00000000,00000248,00000392,00001960,00000837,00003709,00000665,00000365,00000000,00000314,00000000,00000000,00000000,00007581,                                                                                                                               
R133,MOSHOLU PARKWAY-JEROME AVE    ,00018885,00001192,00000188,00000308,00000007,00014911,00010713,00000000,00000000,00000000,00000041,00000077,00000515,00000004,00001131,00000102,00000085,00000000,00000081,00000000,00000000,00000000,00006556,                                                                                                                               
R134,HUNTERS PT AVE-49TH AVE       ,00016398,00000636,00000054,00000123,00001004,00005881,00006382,00000000,00000000,00000000,00000083,00000214,00000090,00001222,00001072,00000556,00000087,00000000,00000097,00000000,00000000,00000000,00000170,                                                                                                                               
R135,NEWKIRK AVE-NOSTRAND AVE      ,00016809,00001031,00000232,00000253,00000008,00013064,00009486,00000000,00000000,00000000,00000003,00000147,00000271,00000007,00001033,00000045,00000067,00000000,00000097,00000000,00000000,00000000,00003998,                                                                                                                               
R136,SHEEPSHEAD BAY ROAD           ,00030299,00002852,00000197,00000823,00000006,00010617,00022543,00000000,00000000,00000000,00000031,00000783,00000515,00000010,00001508,00000452,00000150,00000000,00000132,00000000,00000000,00000000,00003885,                                                                                                                               
R137,MYRTLE AVE-GATES AVENUE       ,00039027,00001462,00000214,00000490,00000006,00033212,00034212,00000000,00000000,00000000,00000033,00000262,00000723,00000010,00001653,00000180,00000319,00000000,00000382,00000000,00000000,00000000,00007833,                                                                                                                               
R138,WEST 4TH ST-WASHINGTON SQ     ,00114828,00006672,00000359,00001197,00000249,00043225,00094405,00000000,00000000,00000000,00000578,00001546,00000807,00000305,00005392,00002586,00001482,00000000,00002272,00000000,00000000,00000000,00003865,                                                                                                                               
R139,CANAL STREET-LISPENARD ST     ,00052556,00001911,00000101,00000403,00000319,00017481,00034761,00000000,00000000,00000000,00000136,00000752,00000352,00000766,00002103,00001259,00000700,00000000,00000829,00000000,00000000,00000000,00002028,                                                                                                                               
R140,QUEENS PLAZA-JACKSON AVE      ,00022087,00001046,00000143,00000517,00000077,00012821,00018517,00000000,00000000,00000000,00000061,00000216,00000275,00000092,00001487,00000379,00000259,00000000,00000328,00000000,00000000,00000000,00005386,                                                                                                                               
R141,71ST AVE-CONTINENTAL AVE      ,00054937,00006687,00000400,00001898,00000045,00021792,00049634,00000000,00000000,00000000,00000111,00001265,00001213,00000082,00003175,00001294,00000749,00000000,00000488,00000000,00000000,00000000,00006019,                                                                                                                               
R142,ESSEX ST-DELANCEY ST          ,00054041,00002831,00000300,00000968,00000063,00029606,00046850,00000000,00000000,00000000,00000093,00000622,00000905,00000058,00002759,00000740,00000583,00000000,00000977,00000000,00000000,00000000,00013778,                                                                                                                               
R143,28TH STREET-PARK AVE SOUTH    ,00062089,00003232,00000223,00000605,00000283,00022641,00043765,00000000,00000000,00000000,00000210,00001154,00000710,00000230,00004353,00001254,00000705,00000000,00000779,00000000,00000000,00000000,00001644,                                                                                                                               
R144,96TH STREET-LEXINGTON AVE     ,00059657,00004698,00000300,00000935,00000144,00024334,00053655,00000000,00000000,00000000,00000356,00000763,00000831,00000221,00004047,00001403,00001069,00000000,00000661,00000000,00000000,00000000,00008497,                                                                                                                               
R145,241ST ST-WHITE PLAINS RD      ,00012499,00000521,00000110,00000105,00000008,00009307,00003816,00000000,00000000,00000000,00000006,00000061,00000449,00000001,00000410,00000022,00000034,00000000,00000032,00000000,00000000,00000000,00002645,                                                                                                                               
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00016722,00000785,00000206,00000333,00000003,00019901,00010113,00000000,00000000,00000000,00000034,00000097,00000552,00000001,00000993,00000056,00000022,00000000,00000064,00000000,00000000,00000000,00003776,                                                                                                                               
R147,61ST STREET-ROOSEVELT AVE     ,00035056,00002448,00000240,00000695,00000331,00019142,00032720,00000000,00000000,00000000,00000028,00000379,00000615,00000418,00001180,00000353,00000232,00000000,00000396,00000000,00000000,00000000,00004553,                                                                                                                               
R148,PARKSIDE AVE-OCEAN AVE        ,00008400,00000552,00000088,00000292,00000004,00006869,00007972,00000000,00000000,00000000,00000009,00000065,00000273,00000003,00000550,00000044,00000115,00000000,00000084,00000000,00000000,00000000,00001343,                                                                                                                               
R149,NEWKIRK PLAZA                 ,00023088,00001930,00000228,00000623,00000023,00014430,00019918,00000000,00000000,00000000,00000026,00000262,00000524,00000006,00001284,00000267,00000281,00000000,00000133,00000000,00000000,00000000,00004114,                                                                                                                               
R150,AVENUE U-EAST 16TH STREET     ,00013623,00001486,00000076,00000635,00000008,00005699,00013590,00000000,00000000,00000000,00000019,00000274,00000232,00000005,00000501,00000130,00000071,00000000,00000052,00000000,00000000,00000000,00002699,                                                                                                                               
R151,STILLWELL AVE-CONEY ISLAND    ,00021124,00001620,00000232,00001062,00000002,00016353,00013970,00000000,00000000,00000000,00000011,00000131,00000536,00000002,00000553,00000090,00000053,00000000,00000116,00000000,00000000,00000000,00004829,                                                                                                                               
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00023031,00000914,00000230,00000474,00000001,00022929,00015357,00000000,00000000,00000000,00000048,00000214,00000359,00000009,00001804,00000072,00000070,00000000,00000109,00000000,00000000,00000000,00005282,                                                                                                                               
R153,UTICA AVE-STUYVESANT AVE      ,00026544,00001328,00000353,00000450,00000020,00028424,00021732,00000000,00000000,00000000,00000027,00000171,00000602,00000008,00001873,00000104,00000223,00000000,00000374,00000000,00000000,00000000,00007087,                                                                                                                               
R154,TREMONT AVE-179TH ST          ,00016738,00000790,00000217,00000332,00000009,00020706,00010109,00000000,00000000,00000000,00000018,00000137,00000474,00000005,00001002,00000047,00000052,00000000,00000124,00000000,00000000,00000000,00003828,                                                                                                                               
R155,KINGSBRIDGE RD-196TH ST       ,00015937,00000708,00000142,00000309,00000012,00016144,00008824,00000000,00000000,00000000,00000018,00000064,00000433,00000002,00000831,00000048,00000065,00000000,00000051,00000000,00000000,00000000,00004358,                                                                                                                               
R156,BEDFORD PARK BLVD-203RD ST    ,00013130,00000840,00000154,00000202,00000003,00010703,00009032,00000000,00000000,00000000,00000023,00000133,00000299,00000007,00000794,00000075,00000066,00000000,00000102,00000000,00000000,00000000,00003891,                                                                                                                               
R157,205TH ST-BAINBRIDGE AVE       ,00017129,00000776,00000142,00000308,00000009,00014517,00011065,00000000,00000000,00000000,00000032,00000105,00000386,00000012,00000942,00000069,00000080,00000000,00000111,00000000,00000000,00000000,00002841,                                                                                                                               
R158,UNION TURNPIKE-KEW GARDENS    ,00040082,00003437,00000417,00001404,00000070,00026650,00045858,00000000,00000000,00000000,00000127,00000672,00000735,00000083,00003172,00000841,00000318,00000000,00000445,00000000,00000000,00000000,00003684,                                                                                                                               
R159,116TH STREET-COLUMBIA         ,00054143,00003118,00000114,00000655,00000142,00011495,00040176,00000000,00000000,00000000,00000101,00000431,00000398,00000194,00001118,00001125,00000682,00000000,00001000,00000000,00000000,00000000,00001579,                                                                                                                               
R160,ASTOR PLACE-4 AVENUE          ,00047988,00003004,00000194,00000522,00000205,00017616,00040127,00000000,00000000,00000000,00000118,00000671,00000397,00000285,00002360,00000986,00000510,00000000,00000825,00000000,00000000,00000000,00002279,                                                                                                                               
R161,KINGSBRIDGE RD-JEROME AVE     ,00020336,00000876,00000177,00000360,00000008,00020119,00011420,00000000,00000000,00000000,00000048,00000091,00000532,00000001,00000885,00000064,00000068,00000000,00000079,00000000,00000000,00000000,00006626,                                                                                                                               
R162,ELDER AVE-WESTCHESTER AVE     ,00014440,00000565,00000082,00000125,00000003,00014338,00005540,00000000,00000000,00000000,00000007,00000049,00000381,00000000,00000309,00000014,00000038,00000000,00000071,00000000,00000000,00000000,00004792,                                                                                                                               
R163,14TH STREET-6TH AVENUE        ,00065622,00003698,00000260,00000834,00000056,00026514,00055399,00000000,00000000,00000000,00000254,00001147,00000425,00000076,00003630,00001298,00000880,00000000,00000964,00000000,00000000,00000000,00004078,                                                                                                                               
R164,66TH STREET-BROADWAY          ,00063372,00009236,00000372,00001417,00000264,00023783,00049117,00000000,00000000,00000000,00000199,00000745,00000925,00000620,00002928,00001527,00000689,00000000,00000932,00000000,00000000,00000000,00014501,                                                                                                                               
R165,TOMPKINSVILLE                 ,00002345,00000072,00000003,00000017,00000000,00000799,00000293,00000000,00000000,00000000,00000007,00000004,00000000,00000000,00000008,00000013,00000000,00000000,00000000,00000000,00000000,00000000,00000386,                                                                                                                               
R166,79TH STREET-BROADWAY          ,00042441,00005428,00000252,00001053,00000044,00019149,00037049,00000000,00000000,00000000,00000101,00000722,00000684,00000101,00001980,00000972,00000552,00000000,00000578,00000000,00000000,00000000,00002978,                                                                                                                               
R167,86TH STREET-BROADWAY          ,00046225,00006849,00000420,00001121,00000066,00021389,00046057,00000000,00000000,00000000,00000121,00000676,00000806,00000088,00002562,00001151,00000678,00000000,00000668,00000000,00000000,00000000,00005248,                                                                                                                               
R168,96TH STREET-BROADWAY          ,00082834,00012437,00000850,00002939,00000103,00045618,00086444,00000000,00000000,00000000,00000136,00001181,00001947,00000176,00005186,00001825,00001242,00000000,00001182,00000002,00000000,00000000,00008322,                                                                                                                               
R169,137TH STREET-BROADWAY         ,00028598,00001978,00000227,00000476,00000041,00025512,00031266,00000000,00000000,00000000,00000073,00000152,00001065,00000014,00001467,00000293,00000340,00000000,00000283,00000000,00000000,00000000,00006705,                                                                                                                               
R170,14TH STREET-UNION SQUARE      ,00263407,00015560,00001230,00003820,00000844,00121519,00235437,00000000,00000000,00000000,00000850,00003651,00002321,00001139,00014405,00005162,00003570,00000000,00003687,00000000,00000000,00000000,00020533,                                                                                                                               
R171,7TH AVENUE-PARK PLACE         ,00020862,00001491,00000109,00000311,00000002,00007277,00024223,00000000,00000000,00000000,00000012,00000368,00000222,00000012,00001888,00000626,00000405,00000001,00000278,00000000,00000000,00000000,00002326,                                                                                                                               
R172,BRIGHTON BEACH-CONEY ISLAND   ,00027678,00002993,00000182,00000799,00000007,00013603,00020091,00000000,00000000,00000000,00000015,00000307,00000462,00000014,00000515,00000206,00000089,00000000,00000208,00000000,00000000,00000000,00004834,                                                                                                                               
R173,207TH STREET-BROADWAY         ,00016522,00001476,00000169,00000500,00000018,00012184,00017657,00000000,00000000,00000000,00000088,00000145,00000508,00000007,00001447,00000191,00000214,00000000,00000151,00000000,00000000,00000000,00002698,                                                                                                                               
R174,181ST STREET-FT WASH AVE      ,00023354,00002496,00000145,00000532,00000002,00012858,00025269,00000000,00000000,00000000,00000011,00000286,00000414,00000020,00001630,00000369,00000299,00000000,00000241,00000000,00000000,00000000,00002997,                                                                                                                               
R175,8TH AVENUE-14TH STREET        ,00110470,00004848,00000431,00001388,00000397,00052732,00084294,00000000,00000000,00000000,00000287,00001426,00000841,00000432,00007620,00002502,00001295,00000000,00002333,00000000,00000000,00000000,00014793,                                                                                                                               
R176,33RD STREET-PARK AVENUE       ,00083956,00005241,00000243,00000800,00000228,00028884,00059186,00000000,00000000,00000000,00000839,00001547,00000743,00000230,00004675,00001612,00000801,00000000,00001201,00000000,00000000,00000000,00003802,                                                                                                                               
R177,68TH STREET-HUNTER COLLEGE    ,00093709,00008135,00000352,00001164,00000455,00031260,00070097,00000000,00000000,00000000,00000536,00001208,00001081,00000633,00003564,00002089,00001038,00000000,00000814,00000000,00000000,00000000,00007828,                                                                                                                               
R178,77TH STREET-LEXINGTON AVE     ,00096664,00009225,00000338,00001385,00000236,00033423,00067181,00000000,00000000,00000000,00000338,00001572,00001264,00000356,00004391,00002029,00001040,00000000,00001029,00000000,00000000,00000000,00006204,                                                                                                                               
R179,86TH STREET-LEXINGTON AVE     ,00155089,00013835,00000650,00002174,00000419,00065231,00136260,00000000,00000000,00000000,00000629,00002843,00001580,00000605,00009421,00003774,00002275,00000000,00001787,00000000,00000000,00000000,00008359,                                                                                                                               
R180,103RD STREET-LEXINGTON AVE    ,00034502,00002609,00000299,00000829,00000049,00025890,00025914,00000001,00000000,00000000,00000094,00000294,00001033,00000101,00001607,00000318,00000259,00000000,00000279,00000000,00000000,00000000,00009972,                                                                                                                               
R181,110TH STREET-LEXINGTON AVE    ,00024114,00001634,00000251,00000685,00000019,00020580,00021521,00000000,00000000,00000000,00000056,00000171,00000602,00000024,00001297,00000231,00000228,00000000,00000197,00000000,00000000,00000000,00006344,                                                                                                                               
R182,116TH STREET-LEXINGTON AVE    ,00030063,00002037,00000291,00000736,00000016,00030532,00026365,00000000,00000000,00000000,00000084,00000206,00000915,00000020,00001529,00000174,00000239,00000000,00000244,00000000,00000000,00000000,00008763,                                                                                                                               
R183,BEDFORD PARK BLVD-JEROME AV   ,00011514,00000508,00000149,00000227,00000004,00009887,00007569,00000000,00000000,00000000,00000028,00000073,00000231,00000001,00000518,00000043,00000037,00000000,00000049,00000000,00000000,00000000,00007339,                                                                                                                               
R184,CORTELYOU RD-EAST 16TH ST     ,00012240,00000739,00000087,00000168,00000004,00006679,00010380,00000000,00000000,00000000,00000019,00000131,00000201,00000000,00000691,00000093,00000160,00000000,00000063,00000000,00000000,00000000,00002847,                                                                                                                               
R185,DYCKMAN STREET-BROADWAY       ,00014126,00001122,00000103,00000334,00000005,00009770,00012869,00000000,00000000,00000000,00000012,00000137,00000428,00000005,00000779,00000157,00000134,00000000,00000123,00000000,00000000,00000000,00003189,                                                                                                                               
R186,86TH ST-CENTRAL PARK WEST     ,00020980,00002711,00000149,00000548,00000029,00009103,00021392,00000000,00000000,00000000,00000043,00000351,00000369,00000067,00001517,00000585,00000313,00000000,00000291,00000000,00000000,00000000,00003643,                                                                                                                               
R187,81ST STREET-MUSEUM            ,00025998,00002225,00000098,00000374,00000039,00012819,00020345,00000000,00000000,00000000,00000092,00000342,00000354,00000101,00001513,00000655,00000296,00000000,00000610,00000000,00000000,00000000,00001701,                                                                                                                               
R188,50TH STREET-8TH AVENUE        ,00054611,00002918,00000279,00000796,00000267,00022687,00035432,00000000,00000000,00000000,00000150,00000623,00000660,00000286,00002141,00001172,00000645,00000000,00001500,00000000,00000000,00000000,00011096,                                                                                                                               
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00029846,00002587,00000140,00000404,00000092,00010724,00018946,00000000,00000000,00000000,00000073,00000324,00000331,00000090,00001143,00000632,00000354,00000000,00000578,00000000,00000000,00000000,00000876,                                                                                                                               
R190,23RD STREET-7TH AVENUE        ,00036417,00003529,00000275,00000864,00000160,00016674,00030293,00000000,00000000,00000001,00000180,00000571,00000512,00000157,00002030,00000873,00000479,00000000,00000509,00000000,00000000,00000000,00004583,                                                                                                                               
R191,103RD STREET-BROADWAY         ,00028551,00005033,00000233,00001090,00000017,00017578,00027744,00000000,00000000,00000000,00000040,00000310,00000817,00000011,00001506,00000462,00000496,00000000,00000570,00000000,00000000,00000000,00004099,                                                                                                                               
R192,110TH STREET-BROADWAY         ,00033428,00003941,00000203,00000882,00000050,00014028,00029782,00000000,00000000,00000000,00000038,00000313,00000558,00000032,00001365,00000647,00000441,00000000,00000536,00000000,00000000,00000000,00003603,                                                                                                                               
R193,157TH STREET-BROADWAY         ,00018893,00001771,00000201,00000504,00000012,00020661,00019246,00000000,00000000,00000000,00000020,00000069,00000869,00000007,00001084,00000112,00000203,00000000,00000199,00000000,00000000,00000000,00004112,                                                                                                                               
R194,BLEECKER ST-LAFAYETTE ST      ,00039282,00001823,00000123,00000337,00000123,00017323,00032085,00000000,00000000,00000000,00000072,00000545,00000201,00000228,00001967,00000874,00000457,00000000,00000698,00000000,00000000,00000000,00001224,                                                                                                                               
R195,161ST STREET-YANKEE STADIUM   ,00042327,00002572,00000505,00000996,00000049,00044251,00027696,00000000,00000000,00000000,00000058,00000252,00001360,00000066,00002596,00000170,00000146,00000000,00000273,00000000,00000000,00000000,00010285,                                                                                                                               
R196,PROSPECT PARK-EMPIRE BLVD     ,00019376,00001088,00000206,00000462,00000003,00015176,00020743,00000000,00000000,00000000,00000018,00000147,00000335,00000012,00001548,00000146,00000245,00000000,00000204,00000000,00000000,00000000,00003290,                                                                                                                               
R197,36TH STREET-4TH AVENUE        ,00027841,00001450,00000142,00000503,00000030,00017161,00021859,00000000,00000000,00000000,00000037,00000226,00000327,00000041,00001036,00000264,00000218,00000000,00000232,00000000,00000000,00000000,00005092,                                                                                                                               
R198,NOSTRAND AVE-FULTON ST        ,00032657,00001549,00000340,00000500,00000012,00029911,00031206,00000000,00000000,00000000,00000025,00000225,00000511,00000013,00002248,00000223,00000296,00000000,00000538,00000000,00000000,00000000,00005303,                                                                                                                               
R199,KINGSTON AVE-THROOP AVE       ,00011975,00000537,00000125,00000198,00000007,00009672,00010109,00000001,00000000,00000000,00000010,00000080,00000195,00000001,00000743,00000128,00000110,00000000,00000179,00000000,00000000,00000000,00004549,                                                                                                                               
R200,EUCLID AVE-PITKIN AVE         ,00021837,00001065,00000281,00000354,00000002,00018418,00011119,00000000,00000000,00000000,00000014,00000126,00000668,00000001,00000618,00000062,00000053,00000000,00000136,00000000,00000000,00000000,00007757,                                                                                                                               
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00045476,00003232,00000343,00001022,00000025,00027056,00037448,00000000,00000000,00000000,00000086,00000478,00000826,00000041,00002047,00000350,00000387,00000000,00000422,00000000,00000000,00000000,00007100,                                                                                                                               
R202,63RD DRIVE-REGO PARK          ,00039412,00005243,00000371,00001121,00000016,00015379,00033687,00000000,00000000,00000000,00000064,00000681,00000978,00000059,00001899,00000604,00000354,00000000,00000413,00000000,00000000,00000000,00002734,                                                                                                                               
R203,23RD STREET-6TH AVENUE        ,00043142,00002078,00000193,00000597,00000102,00015026,00032159,00000000,00000000,00000000,00000267,00000847,00000265,00000080,00002199,00001116,00000529,00000000,00000496,00000000,00000000,00000000,00001169,                                                                                                                               
R204,CHURCH AVE-MCDONALD AVE       ,00019822,00001571,00000135,00000679,00000003,00011719,00020735,00000000,00000000,00000000,00000024,00000169,00000412,00000009,00000970,00000226,00000202,00000000,00000162,00000000,00000000,00000000,00004033,                                                                                                                               
R205,149TH ST-GRAND CONCOURSE      ,00026575,00001192,00000294,00000480,00000031,00028164,00018685,00000000,00000000,00000000,00000070,00000111,00000492,00000020,00002911,00000121,00000093,00000000,00000123,00000000,00000000,00000000,00011669,                                                                                                                               
R206,125TH STREET-LENOX AVENUE     ,00027362,00002015,00000558,00000922,00000096,00029397,00025377,00000000,00000000,00000000,00000077,00000197,00001001,00000112,00002008,00000253,00000282,00000002,00000314,00000001,00000000,00000000,00005395,                                                                                                                               
R207,135TH STREET-LENOX AVENUE     ,00027420,00002656,00000467,00000876,00000026,00026990,00025482,00000000,00000000,00000000,00000065,00000130,00000998,00000010,00003598,00000191,00000398,00000000,00000282,00000000,00000000,00000000,00007373,                                                                                                                               
R208,103RD ST-ROOSEVELT AVE        ,00048894,00001299,00000165,00000405,00000009,00042242,00019143,00000000,00000000,00000000,00000022,00000139,00000855,00000006,00000669,00000118,00000120,00000000,00000231,00000000,00000000,00000000,00007005,                                                                                                                               
R209,STERLING ST-NOSTRAND AVE      ,00012221,00001102,00000157,00000314,00000009,00008843,00009200,00000000,00000000,00000000,00000001,00000117,00000443,00000004,00000820,00000095,00000120,00000000,00000090,00000000,00000000,00000000,00002547,                                                                                                                               
R210,BEVERLY RD-NOSTRAND AVE       ,00010699,00000679,00000086,00000173,00000006,00007388,00005208,00000000,00000000,00000000,00000004,00000068,00000200,00000002,00000476,00000034,00000036,00000000,00000049,00000000,00000000,00000000,00002642,                                                                                                                               
R211,KINGS HIGHWAY-EAST 16TH ST    ,00039141,00003835,00000213,00001257,00000024,00016098,00030402,00000000,00000000,00000000,00000062,00000813,00000703,00000022,00001296,00000703,00000209,00000000,00000164,00000000,00000000,00000000,00006152,                                                                                                                               
R212,59TH STREET-4TH AVENUE        ,00030527,00001497,00000169,00000615,00000006,00016658,00022146,00000000,00000000,00000000,00000035,00000204,00000393,00000028,00000800,00000175,00000149,00000000,00000131,00000000,00000000,00000000,00006317,                                                                                                                               
R213,BAY RIDGE AVE-4TH AVENUE      ,00018024,00001170,00000131,00000472,00000005,00007786,00016522,00000000,00000000,00000000,00000064,00000235,00000283,00000008,00000674,00000302,00000186,00000000,00000175,00000000,00000000,00000000,00004330,                                                                                                                               
R214,77TH STREET-4TH AVENUE        ,00014165,00001092,00000056,00000216,00000014,00004330,00010838,00000000,00000000,00000000,00000043,00000338,00000208,00000002,00000579,00000207,00000120,00000000,00000080,00000000,00000000,00000000,00001318,                                                                                                                               
